customer_id,email,order_id,timestamp,order_value,channel,category,item_name,color,quantity,sku_id,device_os,ip_address,postal_code_uk,on_sale,returned
5,cust5@example.com,O5-837565,2024-04-17 19:18:16,42.85,Mobile,Clearance Shoes,Archive Boot,Olive,2,SKU-95957,ChromeOS,210.200.231.32,AL6N 3AW,0,0
5,cust5@example.com,O5-462246,2024-04-29 20:10:44,40.86,Mobile,Clearance Shoes,Outlet Runner,Beige,1,SKU-31675,Linux,106.47.123.141,WU6 9IO,0,0
5,cust5@example.com,O5-909343,2024-04-30 23:21:17,40.65,Mobile,Clearance Shoes,Archive Boot,Gray,1,SKU-53753,macOS,119.8.242.85,A6 5OB,0,0
5,cust5@example.com,O5-378600,2024-06-04 23:11:22,63.32,Mobile,Basics,Pima Tee,Blue,1,SKU-20106,ChromeOS,169.231.196.13,Q5U 7FH,1,0
5,cust5@example.com,O5-766923,2024-06-13 11:58:47,26.91,Mobile,Designer Jackets,Velvet Blazer,Gray,2,SKU-36966,ChromeOS,46.242.108.123,KW7 4OY,1,0
5,cust5@example.com,O5-821384,2024-06-23 07:31:46,112.49,Mobile,Streetwear,Graphic Tee,Burgundy,2,SKU-39165,macOS,102.19.198.226,R7 0XV,0,0
5,cust5@example.com,O5-980112,2024-07-22 22:56:05,18.24,Mobile,Clearance Shoes,Outlet Runner,Navy,2,SKU-89973,Android,11.99.200.110,NN9Z 7PB,1,0
5,cust5@example.com,O5-749829,2024-07-25 17:43:11,28.61,Mobile,Clearance Shoes,Outlet Runner,Black,2,SKU-19686,ChromeOS,116.8.150.44,Z9J 8WP,1,0
5,cust5@example.com,O5-317285,2024-10-10 17:55:22,38.17,Mobile,Clearance Shoes,Archive Boot,Olive,3,SKU-39856,iOS,179.206.12.234,T8 1YR,1,1
5,cust5@example.com,O5-791738,2024-10-31 00:35:47,24.32,Mobile,Clearance Shoes,Archive Boot,Navy,1,SKU-64691,ChromeOS,146.2.177.77,D7 9GM,1,0
5,cust5@example.com,O5-258285,2024-11-07 00:09:22,38.69,Mobile,Clearance Shoes,Outlet Runner,Green,1,SKU-27727,Windows,7.85.146.67,JG9 6XN,1,0
6,cust6@example.com,O6-725303,2024-06-02 12:06:31,59.94,Desktop,Designer Jackets,Leather Moto,Black,3,SKU-26531,Linux,232.58.159.110,DO3 2KZ,1,0
6,cust6@example.com,O6-728419,2024-06-28 16:20:13,40.98,Mobile,Basics,Crew Tee,White,2,SKU-47487,macOS,82.232.227.233,T5 0IQ,1,0
6,cust6@example.com,O6-321972,2024-07-08 23:37:34,29.59,Email,Sneakers,Hi Top,Burgundy,1,SKU-38602,ChromeOS,200.177.79.145,WS5 0WE,1,0
6,cust6@example.com,O6-161063,2024-07-14 12:52:34,47.98,Email,Basics,Everyday Hoodie,Blue,1,SKU-45144,Android,207.178.195.49,DN9 9WR,1,0
6,cust6@example.com,O6-351537,2024-09-05 04:40:32,34.71,Mobile,Clearance Shoes,End-of-Line Sneaker,Beige,3,SKU-87866,ChromeOS,130.60.151.211,SB9K 1XO,1,1
6,cust6@example.com,O6-950741,2024-09-14 02:46:18,67.08,Mobile,Clearance Shoes,Last-Season Loafer,Black,2,SKU-83822,ChromeOS,65.110.80.54,NC3Y 4BH,0,0
6,cust6@example.com,O6-598685,2024-09-18 15:25:17,59.7,Mobile,Sneakers,Retro Jogger,Olive,2,SKU-67941,ChromeOS,235.89.22.92,MU4 2WX,1,0
6,cust6@example.com,O6-109503,2024-11-06 01:02:36,28.33,Mobile,Clearance Shoes,End-of-Line Sneaker,White,2,SKU-26905,iOS,168.146.183.201,YN9T 3UL,1,0
6,cust6@example.com,O6-334213,2024-11-18 12:23:02,26.21,Mobile,Clearance Shoes,Last-Season Loafer,Olive,1,SKU-34022,Android,120.167.133.65,MR5E 3QC,1,0
6,cust6@example.com,O6-254363,2024-11-26 04:11:29,39.98,Mobile,Clearance Shoes,End-of-Line Sneaker,Black,2,SKU-56851,iOS,101.103.124.52,TF7 4TC,1,0
6,cust6@example.com,O6-880965,2024-12-06 10:56:08,86.71,Mobile,Sneakers,Runner V2,White,3,SKU-44594,ChromeOS,216.234.158.206,FG4 4CB,1,0
7,cust7@example.com,O7-836940,2024-01-03 16:06:00,297.49,Mobile,Outerwear,Rain Shell,Gray,1,SKU-86256,Android,63.116.113.251,O6 0FD,0,0
7,cust7@example.com,O7-465446,2024-01-19 12:51:01,312.51,Desktop,Underwear,Tank 2-Pack,Navy,2,SKU-83997,Android,80.144.182.223,J6M 3XK,1,0
7,cust7@example.com,O7-852254,2024-01-23 04:51:23,336.63,Social,Outerwear,Down Parka,White,2,SKU-76707,Linux,170.154.236.120,N5C 6ZE,0,0
7,cust7@example.com,O7-306487,2024-01-30 19:18:19,279.82,Mobile,Luxury Watches,Chronograph X,White,2,SKU-33481,Windows,169.167.86.177,QN6 9UE,0,0
7,cust7@example.com,O7-352164,2024-04-27 11:03:06,309.46,Mobile,Luxury Watches,Dress Watch 38,Gray,1,SKU-29715,ChromeOS,231.39.242.163,A4 5NL,0,0
7,cust7@example.com,O7-529276,2024-07-02 16:27:28,315.11,Social,Streetwear,Graphic Tee,Navy,3,SKU-33225,macOS,132.120.254.24,BS3 2VX,0,0
7,cust7@example.com,O7-155147,2024-07-07 13:42:34,303.65,Social,Outerwear,Fleece Zip,Olive,2,SKU-92368,macOS,104.227.224.64,JY5 6BI,0,0
7,cust7@example.com,O7-744600,2024-07-09 21:59:32,402.79,Mobile,Designer Jackets,Leather Moto,Gray,3,SKU-18329,Android,3.205.107.113,VQ3 9CN,0,0
7,cust7@example.com,O7-651120,2024-12-18 04:23:23,347.99,Desktop,Basics,Everyday Hoodie,Green,1,SKU-50372,iOS,20.75.144.243,WS5O 3TJ,0,0
8,cust8@example.com,O8-302747,2024-01-20 23:40:44,158.06,Mobile,Sneakers,Retro Jogger,Green,1,SKU-35372,Linux,59.175.126.244,QP6 4IQ,0,0
8,cust8@example.com,O8-276806,2024-02-01 18:43:38,153.63,Social,Designer Jackets,Leather Moto,White,2,SKU-86708,macOS,165.56.65.193,OJ2 0QF,0,0
8,cust8@example.com,O8-724411,2024-02-18 08:39:31,184.33,Mobile,Sneakers,Low Court,Olive,2,SKU-46268,iOS,181.230.122.30,L3 8WH,0,0
8,cust8@example.com,O8-913081,2024-02-28 12:46:21,122.86,Mobile,Designer Jackets,Leather Moto,Gray,3,SKU-92325,Linux,51.38.20.249,SG4M 2VL,0,0
8,cust8@example.com,O8-271033,2024-03-06 12:25:29,144.28,Mobile,Luxury Watches,Chronograph X,Black,1,SKU-91816,ChromeOS,131.200.44.97,JF7 8RK,0,0
8,cust8@example.com,O8-250023,2024-03-08 02:50:36,251.75,Social,Outerwear,Down Parka,Olive,1,SKU-45428,macOS,118.147.64.91,UV6K 6EQ,0,0
8,cust8@example.com,O8-615693,2024-03-16 16:06:34,220.9,Email,Sneakers,Hi Top,Navy,2,SKU-31778,iOS,28.212.173.71,N7 2OT,0,0
8,cust8@example.com,O8-811886,2024-03-26 04:59:54,186.56,Desktop,Streetwear,Cargo Pants,White,2,SKU-96661,Windows,219.151.187.91,BF4C 2NT,0,0
8,cust8@example.com,O8-692131,2024-04-07 20:16:51,189.82,Desktop,Denim,Selvedge 13oz,Beige,2,SKU-12591,iOS,12.139.46.119,P7M 1DF,0,1
8,cust8@example.com,O8-530634,2024-04-08 02:04:12,165.67,Desktop,Underwear,Tank 2-Pack,Gray,2,SKU-26724,Linux,177.192.62.106,KI9 0IQ,1,0
8,cust8@example.com,O8-745275,2024-05-04 11:42:59,237.59,Desktop,Outerwear,Down Parka,Blue,1,SKU-35556,Windows,180.34.41.51,OK9 5QE,0,0
8,cust8@example.com,O8-626549,2024-05-17 07:32:47,185.49,Desktop,Outerwear,Fleece Zip,Green,1,SKU-36512,Linux,12.6.218.27,HJ1 0CH,0,0
8,cust8@example.com,O8-767304,2024-05-22 13:04:05,196.32,Email,Outerwear,Fleece Zip,Blue,2,SKU-59847,ChromeOS,57.222.47.163,SZ1G 2AD,0,0
8,cust8@example.com,O8-595384,2024-05-23 02:52:24,144.42,Mobile,Outerwear,Field Jacket,Gray,1,SKU-34217,ChromeOS,254.133.227.189,I2L 8KB,0,0
8,cust8@example.com,O8-230544,2024-06-02 10:10:16,166.82,Desktop,Luxury Watches,Chronograph X,Olive,2,SKU-84027,Windows,103.68.243.129,X2 2QC,0,0
8,cust8@example.com,O8-756449,2024-06-15 15:47:19,169.24,Mobile,Denim,Selvedge 13oz,Navy,2,SKU-77494,ChromeOS,201.148.124.1,HC4 5OU,1,0
8,cust8@example.com,O8-855181,2024-07-10 22:28:01,130.25,Mobile,Streetwear,Coach Jacket,Navy,2,SKU-93276,ChromeOS,45.1.168.108,SH5P 0MZ,1,0
8,cust8@example.com,O8-250575,2024-08-01 02:55:34,188.02,App,Underwear,Seamless Tee,Green,2,SKU-18016,iOS,113.225.96.72,SC5 6PR,0,0
8,cust8@example.com,O8-138211,2024-08-30 03:04:12,171.02,Desktop,Denim,Relaxed Taper,Black,2,SKU-26977,Linux,147.239.156.168,T3G 1IJ,0,0
8,cust8@example.com,O8-460890,2024-10-03 15:38:45,209.67,Desktop,Outerwear,Field Jacket,Navy,2,SKU-80188,macOS,154.155.174.246,KJ3O 4JE,0,0
8,cust8@example.com,O8-952746,2024-10-20 18:18:02,180.43,Mobile,Designer Jackets,Aviator Jacket,White,3,SKU-59812,Linux,48.20.101.195,LI9 0BX,0,0
8,cust8@example.com,O8-206022,2024-11-14 17:30:44,191.74,Desktop,Outerwear,Rain Shell,Navy,2,SKU-70058,Linux,2.93.166.131,P2L 2KA,1,0
8,cust8@example.com,O8-777160,2024-11-25 11:48:42,171.99,Desktop,Denim,Relaxed Taper,Gray,3,SKU-17239,iOS,47.143.176.238,HT6 6PC,1,0
8,cust8@example.com,O8-408877,2024-12-09 19:36:38,148.33,Desktop,Denim,Slim Jean,Burgundy,3,SKU-21240,Windows,78.222.41.196,D2 5IX,0,0
8,cust8@example.com,O8-468377,2024-12-31 02:56:44,192.41,Mobile,Outerwear,Rain Shell,Gray,2,SKU-38064,ChromeOS,216.151.143.155,K3 2UN,0,0
9,cust9@example.com,O9-592402,2024-01-23 01:18:28,68.22,Desktop,Basics,Pima Tee,Burgundy,3,SKU-38001,iOS,107.43.245.80,B8H 3OA,0,0
9,cust9@example.com,O9-192769,2024-02-04 17:37:51,27.46,Desktop,Basics,Everyday Hoodie,White,2,SKU-62428,macOS,215.172.218.4,Z7 3RK,1,1
9,cust9@example.com,O9-141869,2024-02-06 00:17:42,95.15,Mobile,Basics,Pima Tee,White,3,SKU-38220,Windows,123.102.16.66,HB6B 9MX,1,0
9,cust9@example.com,O9-848778,2024-04-13 12:13:24,106.79,Desktop,Basics,Pack Socks,Black,1,SKU-82010,Linux,50.11.95.156,L4 7ZY,0,0
9,cust9@example.com,O9-609452,2024-05-06 13:09:30,124.33,Desktop,Basics,Pima Tee,Green,1,SKU-14213,ChromeOS,138.53.44.47,UM5 1VQ,1,0
9,cust9@example.com,O9-367986,2024-05-07 19:40:30,94.83,Mobile,Underwear,Seamless Tee,Olive,1,SKU-55968,Linux,246.48.103.28,IP2 2LI,1,0
9,cust9@example.com,O9-937393,2024-05-15 23:14:12,112.08,Mobile,Basics,Crew Tee,Beige,1,SKU-37990,Android,8.169.134.69,L9S 8BL,1,0
9,cust9@example.com,O9-335062,2024-05-20 06:54:25,56.83,Desktop,Basics,Pack Socks,Burgundy,3,SKU-33782,Linux,39.65.145.233,US5 8VQ,1,0
9,cust9@example.com,O9-129336,2024-06-12 19:31:11,102.52,Mobile,Streetwear,Cargo Pants,Black,1,SKU-61955,iOS,126.12.16.208,KM7 2IK,0,0
9,cust9@example.com,O9-132441,2024-07-06 22:16:01,96.6,Desktop,Sneakers,Runner V2,Red,1,SKU-72368,macOS,219.217.120.183,JU5 4AX,0,0
9,cust9@example.com,O9-659351,2024-07-09 17:02:15,120.34,Desktop,Sneakers,Low Court,Beige,1,SKU-86721,ChromeOS,155.226.15.224,ZE6V 1NJ,0,0
9,cust9@example.com,O9-439384,2024-07-12 02:23:58,49.62,Mobile,Basics,Crew Tee,Brown,1,SKU-56473,Windows,45.83.11.205,UD1T 5XV,0,0
9,cust9@example.com,O9-218581,2024-07-19 20:06:41,24.46,Email,Basics,Pima Tee,Blue,1,SKU-37747,Linux,87.173.237.162,IG4 5LL,1,0
9,cust9@example.com,O9-467003,2024-08-19 20:23:08,101.43,Desktop,Sneakers,Hi Top,Gray,3,SKU-24743,ChromeOS,30.191.4.205,W7B 1XB,0,0
9,cust9@example.com,O9-983096,2024-09-13 15:07:13,56.06,Social,Basics,Crew Tee,Gray,1,SKU-95179,Android,230.65.84.119,P8L 5UJ,1,0
10,cust10@example.com,O10-493605,2024-02-05 15:33:02,115.64,Social,Basics,Everyday Hoodie,Blue,3,SKU-77391,ChromeOS,227.147.204.80,K4 6BX,0,0
10,cust10@example.com,O10-239784,2024-02-13 02:17:08,94.16,Social,Basics,Everyday Hoodie,Black,2,SKU-79087,Android,214.249.17.68,PY5 0AY,1,0
10,cust10@example.com,O10-447235,2024-03-14 13:07:43,72.75,Mobile,Basics,Everyday Hoodie,Gray,1,SKU-51328,Windows,43.116.163.232,N2 3XS,1,0
10,cust10@example.com,O10-967482,2024-03-24 23:18:54,77.97,Desktop,Basics,Everyday Hoodie,Green,3,SKU-95867,Linux,173.10.228.9,VB3 8GQ,0,0
10,cust10@example.com,O10-257636,2024-03-26 10:02:29,82.22,Social,Basics,Everyday Hoodie,Red,1,SKU-67649,ChromeOS,190.101.25.112,SP6 7VU,0,0
10,cust10@example.com,O10-905581,2024-03-28 09:53:00,113.21,Mobile,Basics,Pima Tee,Black,1,SKU-55740,macOS,93.212.181.91,RR1M 3TW,0,0
10,cust10@example.com,O10-399188,2024-04-02 07:10:05,70.8,Mobile,Basics,Crew Tee,Green,1,SKU-42252,iOS,188.54.70.101,Y7U 3CS,0,0
10,cust10@example.com,O10-932721,2024-04-10 05:54:38,109.04,Email,Basics,Everyday Hoodie,Gray,2,SKU-10112,macOS,126.53.75.133,LA5 4VX,0,0
10,cust10@example.com,O10-298522,2024-05-16 13:44:20,72.72,Social,Underwear,Seamless Tee,Beige,1,SKU-75942,Android,167.253.126.57,QI9F 3TU,0,0
10,cust10@example.com,O10-439933,2024-06-04 18:53:54,47.97,Desktop,Basics,Everyday Hoodie,Red,2,SKU-56220,macOS,182.135.79.215,N6 3XR,0,1
10,cust10@example.com,O10-496087,2024-08-29 22:46:45,74.98,Social,Basics,Crew Tee,Navy,3,SKU-32626,macOS,26.115.147.109,G7 4UN,0,0
10,cust10@example.com,O10-256989,2024-09-11 12:42:42,63.56,Desktop,Underwear,Tank 2-Pack,Green,3,SKU-24256,Windows,177.204.71.251,CY3X 9FV,0,0
10,cust10@example.com,O10-273423,2024-12-07 14:07:09,55.3,Desktop,Basics,Pack Socks,Navy,2,SKU-30954,macOS,122.15.227.165,AX8D 1XX,1,0
11,cust11@example.com,O11-186346,2024-01-20 22:12:56,323.05,Mobile,Denim,Selvedge 13oz,White,1,SKU-76897,ChromeOS,127.19.164.187,M3 0WX,0,1
11,cust11@example.com,O11-274875,2024-02-10 15:22:52,407.39,Desktop,Luxury Watches,Heritage Automatic,Black,3,SKU-96664,Android,56.187.85.2,ZF8 4OR,0,0
11,cust11@example.com,O11-737938,2024-03-24 10:01:33,421.47,Desktop,Luxury Watches,Dress Watch 38,Navy,1,SKU-42854,iOS,76.215.208.195,YI5 3OP,1,0
11,cust11@example.com,O11-585687,2024-04-17 12:36:07,298.43,Desktop,Sneakers,Runner V2,Brown,1,SKU-67620,Linux,63.122.52.88,Y7 3NJ,0,0
11,cust11@example.com,O11-796454,2024-05-27 18:09:23,353.04,Mobile,Luxury Watches,GMT Pro,Burgundy,2,SKU-41707,iOS,55.3.206.166,RF6E 0JU,0,0
11,cust11@example.com,O11-838096,2024-06-05 18:29:39,403.75,Mobile,Luxury Watches,Chronograph X,Green,2,SKU-75618,iOS,138.164.73.237,NF6R 5RC,1,0
11,cust11@example.com,O11-151707,2024-08-06 15:01:27,429.42,Desktop,Designer Jackets,Velvet Blazer,White,3,SKU-50387,iOS,83.154.217.10,U6 4XV,0,0
11,cust11@example.com,O11-523159,2024-08-17 16:30:14,241.38,Desktop,Designer Jackets,Aviator Jacket,Black,2,SKU-85945,Android,212.237.168.39,Q4A 8NE,0,0
12,cust12@example.com,O12-598843,2024-01-11 14:35:27,173.26,App,Outerwear,Down Parka,Blue,1,SKU-15213,Linux,205.66.37.177,FV8K 5TH,0,0
12,cust12@example.com,O12-958999,2024-01-28 08:07:57,183.66,Email,Designer Jackets,Leather Moto,Red,2,SKU-46182,iOS,59.89.233.182,JA7 7LV,0,0
12,cust12@example.com,O12-814647,2024-02-16 04:05:12,148.89,Desktop,Basics,Everyday Hoodie,Navy,2,SKU-95103,macOS,190.87.145.65,W9 4XB,0,0
12,cust12@example.com,O12-628036,2024-04-24 08:10:27,121.1,Desktop,Designer Jackets,Aviator Jacket,Beige,3,SKU-30884,Windows,79.5.60.120,NF9 7HG,1,1
12,cust12@example.com,O12-554151,2024-05-01 21:49:45,198.78,Mobile,Outerwear,Rain Shell,Blue,2,SKU-48712,Linux,187.130.94.222,L1 1LS,0,0
12,cust12@example.com,O12-450067,2024-05-05 18:26:49,166.74,Desktop,Denim,Relaxed Taper,Burgundy,1,SKU-18026,ChromeOS,235.130.62.49,IB8 8DH,0,0
12,cust12@example.com,O12-909020,2024-05-17 09:13:16,243.56,Social,Outerwear,Field Jacket,Black,3,SKU-98031,macOS,149.122.110.13,D7 3WW,0,0
12,cust12@example.com,O12-798730,2024-05-29 20:04:16,234.49,Mobile,Streetwear,Coach Jacket,Green,1,SKU-94925,iOS,19.195.74.168,O2M 5AB,0,0
12,cust12@example.com,O12-175403,2024-06-10 23:57:25,222.28,Email,Denim,Straight Jean,Burgundy,3,SKU-74286,Windows,224.61.202.195,MO1 4SV,0,0
12,cust12@example.com,O12-969446,2024-06-15 03:25:03,219.87,Desktop,Sneakers,Retro Jogger,Brown,1,SKU-35338,macOS,50.102.216.138,TT3 8HH,1,0
